date,annee,mois,region,marche,categorie,produit,unite,prix_fcfa,source
2025-12-25,2025,12,Centre,Marché Artisanal de Tsinga,Céréales,Sorgho rouge,kg,368,WFP/AgriPulse
2025-12-25,2025,12,Centre,Marché NSAM,Condiments & Épices,Sucre raffiné,kg,1087,WFP/AgriPulse
2025-12-25,2025,12,Centre,Marché Artisanal de Tsinga,Farines & Dérivés,Tapioca,kg,508,WFP/AgriPulse
2025-12-25,2025,12,Centre,Marché Artisanal de Tsinga,Boissons & Cacao,Thé,kg,3303,WFP/AgriPulse
2025-12-25,2025,12,Centre,Marché de Nkoa-Bang,Poissons & Fruits de mer,Tilapia frais,kg,1843,WFP/AgriPulse
2025-12-25,2025,12,Centre,Marché NSAM,Poissons & Fruits de mer,Tilapia fumé,kg,3251,WFP/AgriPulse
2025-12-25,2025,12,Centre,Marché NSAM,Légumes,Tomate,kg,963,WFP/AgriPulse
2025-12-25,2025,12,Centre,Marché NSAM,Viandes & Protéines,Wagashi (fromage),kg,1855,WFP/AgriPulse
2025-12-25,2025,12,Centre,Marché Artisanal de Tsinga,Viandes & Protéines,Œufs,douzaine,2508,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Yokadouma,Condiments & Épices,Ail,kg,2235,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Fruits,Ananas,pièce,358,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché d'Abong-Mbang,Légumineuses,Arachide,kg,1159,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Fruits,Avocat,kg,635,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Bananes & Plantains,Banane dessert,kg,305,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Dimako,Bananes & Plantains,Banane plantain,régime,1987,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Céréales,Blé,kg,629,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Dimako,Viandes & Protéines,Bœuf,kg,2368,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Boissons & Cacao,Cacao,kg,1988,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Yokadouma,Boissons & Cacao,Café robusta,kg,2850,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Yokadouma,Légumes,Carotte,kg,593,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Légumes,Choux,pièce,491,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Viandes & Protéines,Chèvre,kg,4271,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Dimako,Poissons & Fruits de mer,Crevettes sèches,kg,5190,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Viandes & Protéines,Escargot,kg,1014,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché d'Abong-Mbang,Farines & Dérivés,Farine de blé,kg,603,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Yokadouma,Farines & Dérivés,Farine de maïs,kg,426,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Légumes,Feuilles d'okok,botte,236,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Légumes,Feuilles de manioc,botte,135,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Farines & Dérivés,Gari (farine de manioc),kg,426,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Condiments & Épices,Gingembre,kg,1450,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Yokadouma,Légumes,Gombo (okra),kg,359,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché d'Abong-Mbang,Légumineuses,Haricot sec,kg,854,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché d'Abong-Mbang,Huiles & Matières grasses,Huile de palme,litre,806,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Huiles & Matières grasses,Huile végétale raffinée,litre,1140,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché d'Abong-Mbang,Tubercules,Igname,kg,407,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Tubercules,Macabo (taro),kg,297,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché d'Abong-Mbang,Fruits,Mangue,kg,244,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Tubercules,Manioc cossette,kg,201,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Tubercules,Manioc frais,kg,152,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Dimako,Poissons & Fruits de mer,Maquereau frais,kg,1649,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Yokadouma,Céréales,Maïs blanc,kg,285,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Céréales,Maïs jaune,kg,239,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Céréales,Millet,kg,321,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Dimako,Viandes & Protéines,Mouton,kg,4243,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Légumineuses,Niébé (haricot),kg,866,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Dimako,Légumes,Oignon,kg,895,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Dimako,Condiments & Épices,Oignon séché,kg,633,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Yokadouma,Fruits,Orange,kg,476,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Fruits,Papaye,kg,153,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Fruits,Pastèque,kg,185,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Tubercules,Patate douce,kg,169,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Légumes,Piment frais,kg,665,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Dimako,Légumineuses,Pois jaune,kg,668,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Dimako,Tubercules,Pomme de terre,kg,351,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Viandes & Protéines,Porc,kg,2777,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Viandes & Protéines,Poulet,kg,2615,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Huiles & Matières grasses,Pâte d'arachide,kg,1771,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Céréales,Riz importé long grain,kg,569,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Céréales,Riz local,kg,559,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché d'Abong-Mbang,Poissons & Fruits de mer,Sardine,kg,906,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Yokadouma,Condiments & Épices,Sel,kg,269,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Poissons & Fruits de mer,Silure (poisson-chat),kg,1411,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Yokadouma,Légumineuses,Soja,kg,612,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Bertoua,Céréales,Sorgho blanc,kg,296,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Céréales,Sorgho rouge,kg,293,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Yokadouma,Condiments & Épices,Sucre raffiné,kg,875,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Batouri,Farines & Dérivés,Tapioca,kg,405,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché d'Abong-Mbang,Boissons & Cacao,Thé,kg,2475,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché d'Abong-Mbang,Poissons & Fruits de mer,Tilapia frais,kg,1384,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Dimako,Poissons & Fruits de mer,Tilapia fumé,kg,2644,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché de Dimako,Légumes,Tomate,kg,776,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché d'Abong-Mbang,Viandes & Protéines,Wagashi (fromage),kg,1291,WFP/AgriPulse
2025-12-25,2025,12,Est,Marché d'Abong-Mbang,Viandes & Protéines,Œufs,douzaine,1636,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Kousséri,Condiments & Épices,Ail,kg,2403,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Grand Marché de Maroua,Fruits,Ananas,pièce,439,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Grand Marché de Maroua,Légumineuses,Arachide,kg,1145,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Grand Marché de Maroua,Fruits,Avocat,kg,601,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Bananes & Plantains,Banane dessert,kg,339,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Grand Marché de Maroua,Bananes & Plantains,Banane plantain,régime,2077,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Grand Marché de Maroua,Céréales,Blé,kg,650,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Kousséri,Viandes & Protéines,Bœuf,kg,2721,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Pouss,Boissons & Cacao,Cacao,kg,1776,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Pouss,Boissons & Cacao,Café robusta,kg,3096,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Mokolo (EN),Légumes,Carotte,kg,598,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Kousséri,Légumes,Choux,pièce,466,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Kousséri,Viandes & Protéines,Chèvre,kg,3564,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Pouss,Poissons & Fruits de mer,Crevettes sèches,kg,5845,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Viandes & Protéines,Escargot,kg,1089,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Pouss,Farines & Dérivés,Farine de blé,kg,559,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Mokolo (EN),Farines & Dérivés,Farine de maïs,kg,465,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Grand Marché de Maroua,Légumes,Feuilles d'okok,botte,243,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Grand Marché de Maroua,Légumes,Feuilles de manioc,botte,151,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Kousséri,Farines & Dérivés,Gari (farine de manioc),kg,433,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Grand Marché de Maroua,Condiments & Épices,Gingembre,kg,1467,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Grand Marché de Maroua,Légumes,Gombo (okra),kg,380,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Kousséri,Légumineuses,Haricot sec,kg,987,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Huiles & Matières grasses,Huile de palme,litre,853,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Kousséri,Huiles & Matières grasses,Huile végétale raffinée,litre,1136,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Kousséri,Tubercules,Igname,kg,444,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Tubercules,Macabo (taro),kg,326,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Fruits,Mangue,kg,249,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Pouss,Tubercules,Manioc cossette,kg,209,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Kousséri,Tubercules,Manioc frais,kg,151,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Pouss,Poissons & Fruits de mer,Maquereau frais,kg,1668,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Mokolo (EN),Céréales,Maïs blanc,kg,260,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Céréales,Maïs jaune,kg,253,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Céréales,Millet,kg,332,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Viandes & Protéines,Mouton,kg,4417,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Mokolo (EN),Légumineuses,Niébé (haricot),kg,878,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Grand Marché de Maroua,Légumes,Oignon,kg,915,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Grand Marché de Maroua,Condiments & Épices,Oignon séché,kg,688,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Grand Marché de Maroua,Fruits,Orange,kg,501,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Pouss,Fruits,Papaye,kg,188,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Fruits,Pastèque,kg,181,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Mokolo (EN),Tubercules,Patate douce,kg,169,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Mokolo (EN),Légumes,Piment frais,kg,692,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Légumineuses,Pois jaune,kg,672,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Grand Marché de Maroua,Tubercules,Pomme de terre,kg,357,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Kousséri,Viandes & Protéines,Porc,kg,2884,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Viandes & Protéines,Poulet,kg,2720,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Mokolo (EN),Huiles & Matières grasses,Pâte d'arachide,kg,1815,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Céréales,Riz importé long grain,kg,657,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Mokolo (EN),Céréales,Riz local,kg,643,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Poissons & Fruits de mer,Sardine,kg,1011,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Condiments & Épices,Sel,kg,333,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Poissons & Fruits de mer,Silure (poisson-chat),kg,1376,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Légumineuses,Soja,kg,650,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Mokolo (EN),Céréales,Sorgho blanc,kg,284,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Kousséri,Céréales,Sorgho rouge,kg,278,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Pouss,Condiments & Épices,Sucre raffiné,kg,822,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Mokolo (EN),Farines & Dérivés,Tapioca,kg,397,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Kousséri,Boissons & Cacao,Thé,kg,2354,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Grand Marché de Maroua,Poissons & Fruits de mer,Tilapia frais,kg,1392,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Poissons & Fruits de mer,Tilapia fumé,kg,2599,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Légumes,Tomate,kg,726,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Yagoua,Viandes & Protéines,Wagashi (fromage),kg,1490,WFP/AgriPulse
2025-12-25,2025,12,Extrême-Nord,Marché de Mokolo (EN),Viandes & Protéines,Œufs,douzaine,1648,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Condiments & Épices,Ail,kg,2929,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Fruits,Ananas,pièce,489,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché New-Deïdo,Légumineuses,Arachide,kg,1512,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché PK10,Fruits,Avocat,kg,729,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Bananes & Plantains,Banane dessert,kg,478,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché PK10,Bananes & Plantains,Banane plantain,régime,2832,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Céréales,Blé,kg,767,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché PK10,Viandes & Protéines,Bœuf,kg,3582,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché PK10,Boissons & Cacao,Cacao,kg,2582,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché New-Deïdo,Boissons & Cacao,Café robusta,kg,4227,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché d'Eko,Légumes,Carotte,kg,911,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Légumes,Choux,pièce,685,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Viandes & Protéines,Chèvre,kg,4806,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché PK10,Poissons & Fruits de mer,Crevettes sèches,kg,7254,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Viandes & Protéines,Escargot,kg,1441,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Farines & Dérivés,Farine de blé,kg,838,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché d'Eko,Farines & Dérivés,Farine de maïs,kg,573,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché PK10,Légumes,Feuilles d'okok,botte,338,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché PK10,Légumes,Feuilles de manioc,botte,210,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Farines & Dérivés,Gari (farine de manioc),kg,574,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Condiments & Épices,Gingembre,kg,1760,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché PK10,Légumes,Gombo (okra),kg,483,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché PK10,Légumineuses,Haricot sec,kg,1179,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché New-Deïdo,Huiles & Matières grasses,Huile de palme,litre,1079,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Huiles & Matières grasses,Huile végétale raffinée,litre,1475,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché d'Eko,Tubercules,Igname,kg,561,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché d'Eko,Tubercules,Macabo (taro),kg,421,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Fruits,Mangue,kg,326,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché d'Eko,Tubercules,Manioc cossette,kg,274,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Tubercules,Manioc frais,kg,207,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Poissons & Fruits de mer,Maquereau frais,kg,2101,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Céréales,Maïs blanc,kg,340,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Céréales,Maïs jaune,kg,329,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Céréales,Millet,kg,431,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Viandes & Protéines,Mouton,kg,5586,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Légumineuses,Niébé (haricot),kg,1112,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Légumes,Oignon,kg,1135,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché PK10,Condiments & Épices,Oignon séché,kg,875,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Fruits,Orange,kg,667,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché New-Deïdo,Fruits,Papaye,kg,230,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché New-Deïdo,Fruits,Pastèque,kg,220,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché PK10,Tubercules,Patate douce,kg,216,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché New-Deïdo,Légumes,Piment frais,kg,989,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Légumineuses,Pois jaune,kg,918,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Tubercules,Pomme de terre,kg,437,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché d'Eko,Viandes & Protéines,Porc,kg,3504,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché d'Eko,Viandes & Protéines,Poulet,kg,3416,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Huiles & Matières grasses,Pâte d'arachide,kg,2307,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché New-Deïdo,Céréales,Riz importé long grain,kg,841,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Céréales,Riz local,kg,864,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché d'Eko,Poissons & Fruits de mer,Sardine,kg,1280,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Condiments & Épices,Sel,kg,408,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Poissons & Fruits de mer,Silure (poisson-chat),kg,2244,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Légumineuses,Soja,kg,891,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Céréales,Sorgho blanc,kg,392,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Céréales,Sorgho rouge,kg,388,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché d'Eko,Condiments & Épices,Sucre raffiné,kg,1157,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Artisanal de Douala,Farines & Dérivés,Tapioca,kg,509,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché PK10,Boissons & Cacao,Thé,kg,3126,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché d'Eko,Poissons & Fruits de mer,Tilapia frais,kg,1981,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché PK10,Poissons & Fruits de mer,Tilapia fumé,kg,3669,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché New-Deïdo,Légumes,Tomate,kg,1045,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché Central de Douala,Viandes & Protéines,Wagashi (fromage),kg,1982,WFP/AgriPulse
2025-12-25,2025,12,Littoral,Marché d'Eko,Viandes & Protéines,Œufs,douzaine,2390,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de Guider,Condiments & Épices,Ail,kg,2360,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de noix de kola de Garoua,Fruits,Ananas,pièce,460,WFP/AgriPulse
2025-12-25,2025,12,Nord,Grand-Marché de Garoua,Légumineuses,Arachide,kg,1155,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché coopératif du Nord,Fruits,Avocat,kg,616,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de Guider,Bananes & Plantains,Banane dessert,kg,346,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de noix de kola de Garoua,Bananes & Plantains,Banane plantain,régime,2304,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de noix de kola de Garoua,Céréales,Blé,kg,604,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de Garoua,Viandes & Protéines,Bœuf,kg,2849,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de Guider,Boissons & Cacao,Cacao,kg,2179,WFP/AgriPulse
2025-12-25,2025,12,Nord,Grand-Marché de Garoua,Boissons & Cacao,Café robusta,kg,3146,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de Guider,Légumes,Carotte,kg,671,WFP/AgriPulse
2025-12-25,2025,12,Nord,Grand-Marché de Garoua,Légumes,Choux,pièce,532,WFP/AgriPulse
2025-12-25,2025,12,Nord,Grand-Marché de Garoua,Viandes & Protéines,Chèvre,kg,3624,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de noix de kola de Garoua,Poissons & Fruits de mer,Crevettes sèches,kg,6714,WFP/AgriPulse
2025-12-25,2025,12,Nord,Grand-Marché de Garoua,Viandes & Protéines,Escargot,kg,1061,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de noix de kola de Garoua,Farines & Dérivés,Farine de blé,kg,636,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de Garoua,Farines & Dérivés,Farine de maïs,kg,473,WFP/AgriPulse
2025-12-25,2025,12,Nord,Grand-Marché de Garoua,Légumes,Feuilles d'okok,botte,248,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de noix de kola de Garoua,Légumes,Feuilles de manioc,botte,159,WFP/AgriPulse
2025-12-25,2025,12,Nord,Grand-Marché de Garoua,Farines & Dérivés,Gari (farine de manioc),kg,436,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de noix de kola de Garoua,Condiments & Épices,Gingembre,kg,1539,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de noix de kola de Garoua,Légumes,Gombo (okra),kg,396,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de Garoua,Légumineuses,Haricot sec,kg,1033,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché coopératif du Nord,Huiles & Matières grasses,Huile de palme,litre,799,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de Guider,Huiles & Matières grasses,Huile végétale raffinée,litre,1343,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de Guider,Tubercules,Igname,kg,456,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de Guider,Tubercules,Macabo (taro),kg,352,WFP/AgriPulse
2025-12-25,2025,12,Nord,Grand-Marché de Garoua,Fruits,Mangue,kg,253,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché coopératif du Nord,Tubercules,Manioc cossette,kg,230,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de Garoua,Tubercules,Manioc frais,kg,156,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché coopératif du Nord,Poissons & Fruits de mer,Maquereau frais,kg,1750,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de Garoua,Céréales,Maïs blanc,kg,265,WFP/AgriPulse
2025-12-25,2025,12,Nord,Grand-Marché de Garoua,Céréales,Maïs jaune,kg,278,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de Garoua,Céréales,Millet,kg,351,WFP/AgriPulse
2025-12-25,2025,12,Nord,Marché de Guider,Viandes & Protéines,Mouton,kg,4600,WFP/AgriPulse
